MAKE,MODEL,PRICE,YEAR,KILOMETER,FUEL TYPE,TRANSMISSION,COLOR,OWNER,SELLER TYPE,ENGINE CAPACITY ,MAX POWER,MAX TORQUE,DRIVETRAIN,LENGTH,WIDTH,HEIGHT,SEATING CAPACITY,FUEL TANK CAPACITY
Ferrari,488 GTB,875000,2018,9500,Petrol,Automatic,Black,First,Individual,3902,660 bhp @ 8000 rpm,760 Nm @ 3000 rpm,RWD,4568,1952,1213,2,78
Volkswagen,Tiguan Highline TDI,74750,2020,17904,Diesel,Automatic,White,First,Individual,1968,141 bhp @ 4000 rpm,340 Nm @ 1750 rpm,AWD,4486,1839,1672,5,71
Land Rover,Evoque Pure SD4,53750,2012,95000,Diesel,Automatic,White,First,Individual,2179,190 bhp @ 3500 rpm,420 Nm @ 1750 rpm,AWD,4355,2120,1635,5,57
Maruti Suzuki,Wagon R LXi CNG,7875,2013,72000,CNG,Manual,Brown,First,Individual,998,59@6200,77@3500,,3539,1475,1700,5,35
Maruti Suzuki,Zen LXi BS-II,1775,2004,65082,Petrol,Manual,Yellow,First,Individual,,,,,,,,,
Honda,Brio S MT,7375,2012,66240,Petrol,Manual,Grey,Third,Individual,,,,,,,,,
Mercedes-Benz,GLE 43 4MATIC [2017-2019],212500,2018,25275,Petrol,Automatic,Black,First,Individual,2996,362 bhp @ 5500 rpm,520 Nm @ 2000 rpm,AWD,4891,2003,1719,5,93
Maruti Suzuki,Wagon R LXI CNG,10000,2016,67850,CNG,Manual,Red,First,Individual,998,58 bhp @ 6200 rpm,77 Nm @ 3500 rpm,FWD,3599,1495,1700,5,35
Tata,Nano Base,1225,2010,60000,Petrol,Manual,White,First,Individual,624,35@5250,48@3000,RWD,3099,1495,1652,4,15
Mahindra,Bolero SLX 2WD,9475,2012,88500,Diesel,Manual,White,Second,Individual,,,,,,,,,
Maruti Suzuki,Swift VDi,15250,2017,105000,Diesel,Manual,Silver,First,Corporate,1248,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3850,1695,1530,5,42
Hyundai,Creta SX 1.6 AT Petrol,26875,2019,45000,Petrol,Automatic,White,First,Individual,1591,122 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD,4270,1780,1665,5,55
Mercedes-Benz,E-Class E 220 d Avantgarde,187500,2021,8000,Diesel,Automatic,White,First,Individual,1950,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,5063,1860,1494,5,80
Toyota,Corolla Altis G AT Petrol,33025,2018,38000,Petrol,Automatic,Gold,First,Corporate,1798,138 bhp @ 6400 rpm,173 Nm @ 4000 rpm,FWD,4620,1775,1475,5,55
Maruti Suzuki,S-Cross Zeta 1.3,23750,2020,55055,Diesel,Manual,White,First,Individual,1248,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4300,1785,1595,5,48
Maruti Suzuki,Baleno Zeta 1.2,20625,2021,22000,Petrol,Manual,Blue,First,Individual,1197,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995,1745,1500,5,37
Mitsubishi,Pajero 2.5 MT,32500,2013,95000,Diesel,Manual,Blue,Second,Individual,2477,176 bhp @ 4000 rpm,400 Nm @ 2000 rpm,AWD,4695,1815,1840,7,70
Maruti Suzuki,Swift ZXi,11625,2014,25704,Petrol,Manual,Red,First,Individual,1197,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42
Maruti Suzuki,Swift DZire VDI,11875,2016,55353,Diesel,Manual,Grey,Second,Individual,1248,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995,1695,1555,5,42
Audi,Q3 35 TDI Premium,44375,2015,80000,Diesel,Automatic,Silver,First,Individual,1968,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4385,1831,1608,5,64
Volkswagen,Vento Highline Plus 1.2 (P) AT 16 Alloy,20625,2018,62000,Petrol,Automatic,Brown,First,Corporate,1197,103 bhp @ 5000 rpm,175 Nm @ 1500 rpm,FWD,4390,1699,1467,5,55
Ford,Endeavour Titanium 3.2 4x4 AT,86250,2019,41526,Diesel,Automatic,Silver,First,Individual,3198,197 bhp @ 3000 rpm,470 Nm @ 1750 rpm,AWD,4892,1860,1837,7,80
Tata,Tiago Revotron XT [2016-2019],9475,2018,29434,Petrol,Manual,Silver,Second,Individual,1047,69 bhp @ 4000 rpm,140 Nm @ 1800 rpm,FWD,3746,1647,1535,5,35
Datsun,Go D,6000,2017,42000,Petrol,Manual,White,First,Individual,1198,67 bhp @ 5000 rpm,104 Nm @ 4000 rpm,FWD,3785,1635,1485,5,35
Kia,Seltos HTK Plus 1.5 [2019-2020],38125,2021,14000,Petrol,Manual,Black,First,Individual,1497,114 bhp @ 6300 rpm,144 Nm @ 4500 rpm,FWD,4315,1800,1645,5,50
BMW,3-Series 320d Sport Line,35000,2014,35000,Diesel,Automatic,Brown,First,Individual,1995,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,RWD,4624,2031,1429,5,60
Mercedes-Benz,C-Class C 250 CDI BlueEFFICIENCY,26125,2012,75000,Diesel,Automatic,White,Second,Individual,,,,,,,,,
Lamborghini,Huracan LP 610-4,600000,2016,6000,Petrol,Automatic,Blue,First,Individual,5204,602 bhp @ 8250 rpm,560 Nm @ 6500 rpm,AWD,4459,1924,1165,2,
Mercedes-Benz,GLA 200 d Sport,61250,2018,61000,Diesel,Automatic,Gold,Second,Individual,2143,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD,4424,1804,1494,5,50
Mercedes-Benz,GLA 200 CDI Sport,44750,2015,45000,Diesel,Automatic,White,First,Individual,2143,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD,4417,1804,1494,5,50
Mercedes-Benz,C-Class C 220d Progressive [2018-2019],106875,2019,31000,Diesel,Automatic,Blue,First,Individual,1950,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,4686,1810,1442,5,66
Hyundai,Elite i20 Sportz 1.2 MT,19375,2020,39000,Petrol,Manual,White,First,Individual,1197,82 bhp @ 6000 rpm,115 Nm @ 4200 rpm,FWD,3995,1775,1505,5,37
Maruti Suzuki,Estilo VXi BS-IV,5750,2012,52000,Petrol,Manual,White,First,Individual,998,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3600,1495,1595,5,35
Maruti Suzuki,Wagon R LXi CNG,7000,2011,54000,CNG,Manual,Silver,First,Individual,998,59@6200,77@3500,,3539,1475,1700,5,35
Hyundai,Eon Era +,7500,2018,51000,Petrol,Manual,White,First,Individual,814,55 bhp @ 5500 rpm,75 Nm @ 4000 rpm,FWD,3495,1550,1500,5,32
Maruti Suzuki,Alto VXi (O) [2014-2019],4000,2011,72000,Petrol,Manual,Silver,First,Individual,998,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3545,1490,1475,5,35
Maruti Suzuki,Alto LXi BS-III,3750,2011,65000,Petrol,Manual,White,First,Individual,796,47@6200,62@3000,,3495,1475,1460,5,35
Mercedes-Benz,GLE 300d 4MATIC LWB,207500,2020,50000,Diesel,Automatic,White,First,Individual,1950,241 bhp @ 4200 rpm,500 Nm @ 1600 rpm,AWD,4924,2157,1772,5,93
Audi,Q3 35 TDI Premium + Sunroof,42125,2016,80251,Diesel,Automatic,Blue,Second,Individual,1968,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4385,1831,1608,5,64
Hyundai,i10 Sportz 1.2,6750,2010,86000,Petrol,Manual,Grey,Second,Individual,1197,80@5200,111@4000,FWD,3565,1595,1550,5,35
Maruti Suzuki,Alto 800 Lxi,5250,2014,42505,Petrol,Manual,Red,First,Individual,796,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395,1490,1475,5,35
Hyundai,Elite i20 Asta 1.2,15625,2017,42000,Petrol,Manual,Silver,First,Individual,1197,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985,1734,1505,5,45
BMW,7-Series 730Ld M Sport,172500,2017,42200,Diesel,Automatic,Black,First,Individual,2993,262 bhp @ 4000 rpm,620 Nm @ 2000 rpm,RWD,5219,1902,1481,4,78
Kia,Seltos GTX Plus AT 1.4 [2019-2020],37250,2019,57600,Petrol,Automatic,White,First,Individual,1353,138 bhp @ 6000 rpm,242 Nm @ 1500 rpm,FWD,4315,1800,1645,5,50
Mahindra,XUV500 W7 [2018-2020],27375,2018,57000,Diesel,Manual,Black,First,Individual,2179,153 bhp @ 3750 rpm,360 Nm @ 1750 rpm,FWD,4585,1890,1785,7,70
Ford,Endeavour 3.0L 4x4 AT,21250,2014,85000,Diesel,Automatic,Black,First,Individual,2953,154 bhp @ 3200 rpm,380 Nm @ 2500 rpm,AWD,5060,1788,1826,7,71
Hyundai,Tucson 2WD AT GLS Diesel,40000,2016,128000,Diesel,Automatic,White,Second,Corporate,1995,182 bhp @ 4000 rpm,400 Nm @ 1750 rpm,FWD,4475,1850,1660,5,62
Toyota,Etios V,6625,2011,66000,Petrol,Manual,Black,First,Individual,1496,80 bhp @ 5600 rpm,132 Nm @ 3000 rpm,FWD,4265,1695,1510,5,45
Volkswagen,Vento Comfortline Petrol,9000,2013,58000,Petrol,Manual,Bronze,First,Individual,1598,103 bhp @ 5250 rpm,153 Nm @ 3800 rpm,FWD,4384,1699,1466,5,55
Maruti Suzuki,Ritz Vdi BS-IV,8750,2012,89445,Diesel,Manual,Grey,First,Individual,1248,75@4000,190@2000,,3715,1680,1620,5,43
Toyota,Fortuner 3.0 4x2 MT,37125,2015,64120,Diesel,Manual,White,Second,Individual,2982,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,RWD,4705,1840,1850,7,80
Maruti Suzuki,Ciaz Alpha 1.4 MT,20000,2017,82300,Petrol,Manual,White,First,Individual,1373,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4490,1730,1485,5,43
Maruti Suzuki,Vitara Brezza VDi,17750,2017,73000,Diesel,Manual,White,First,Individual,1248,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995,1790,1640,5,48
Maruti Suzuki,S-Cross Alpha 1.6,17750,2018,72000,Diesel,Manual,Blue,First,Individual,1598,118 bhp @ 3750 rpm,320 Nm @ 1750 rpm,FWD,4300,1765,1590,5,48
Volkswagen,Polo Highline1.0L (P),18000,2018,50197,Petrol,Manual,Grey,First,Individual,999,75 bhp @ 6200 rpm,95 Nm @ 3000 rpm,FWD,3971,1682,1469,5,45
Honda,Amaze 1.2 S i-VTEC,9875,2014,44527,Petrol,Manual,Brown,First,Individual,1198,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,3990,1680,1505,5,35
Audi,A4 35 TDI Technology,69975,2017,72400,Diesel,Automatic,White,First,Individual,1968,188 bhp @ 4200 rpm,400 Nm @ 1750 rpm,FWD,4726,1842,1427,5,54
Ford,Ecosport Trend 1.5 Ti-VCT,11375,2014,50000,Petrol,Manual,White,Second,Individual,1499,109 bhp @ 6300 rpm,140 Nm @ 4400 rpm,FWD,3999,1765,1708,5,52
Honda,City VX (O) MT,17250,2014,37000,Petrol,Manual,White,First,Individual,1497,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440,1695,1495,5,40
Mercedes-Benz,GLS 400d 4MATIC,325000,2021,20000,Diesel,Automatic,Blue,First,Individual,2925,326 bhp @ 3600 rpm,700 Nm @ 1200 rpm,AWD,5207,2157,1823,7,90
Tata,Harrier XZA Plus Dark Edition,49875,2020,8000,Diesel,Automatic,Black,First,Individual,1956,168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,4598,1894,1706,5,50
BMW,5-Series 520d Luxury Line,43750,2014,69000,Diesel,Automatic,White,Second,Individual,1995,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4899,2094,1464,5,65
BMW,X1 sDrive20d xLine,72500,2019,25000,Diesel,Automatic,White,First,Individual,1995,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD,4454,2044,1545,5,63
BMW,X1 sDrive20d xLine,112500,2022,17000,Diesel,Automatic,White,First,Individual,1995,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD,4454,2044,1545,5,63
Honda,City 1.5 S MT,11250,2013,61000,Petrol,Manual,Maroon,First,Individual,1497,116 bhp @ 6600 rpm,146 Nm @ 4800 rpm,FWD,4440,1695,1485,5,42
BMW,5-Series 520d Luxury Line [2017-2019],53725,2015,69000,Diesel,Automatic,Silver,First,Individual,1995,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4936,1868,1479,5,65
Mercedes-Benz,GL-Class 350 CDI,105000,2015,77000,Diesel,Automatic,Black,Second,Individual,2987,258 bhp @ 3600 rpm,619 Nm @ 1600 rpm,AWD,5120,1934,1850,7,100
Tata,Nexon XT Diesel [2017-2019],21500,2018,82200,Diesel,Manual,Grey,First,Individual,1497,108 bhp @ 3750 rpm,260 Nm @ 1500 rpm,FWD,3994,1811,1607,5,44
Honda,City V,21875,2018,28000,Petrol,Manual,Silver,First,Individual,1497,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440,1695,1495,5,40
Mahindra,Scorpio VLX 4WD BS-III,14500,2011,117000,Diesel,Manual,White,Second,Individual,2179,122@4000,290@1800,AWD,4430,1817,1975,7,60
MG,Gloster Savvy 6 STR 2.0 Twin Turbo 4WD,87500,2021,7900,Diesel,Automatic,Black,First,Individual,1996,215 bhp @ 4000 rpm,480 Nm @ 1500 rpm,AWD,4985,1926,1867,6,75
Maruti Suzuki,Swift DZire VXi,5750,2010,72000,Petrol,Manual,Silver,First,Individual,1298,87@6000,113@4500,FWD,4160,1690,1530,5,43
Audi,Q3 2.0 TDI quattro Premium Plus,37825,2015,79000,Diesel,Automatic,Blue,Second,Individual,1968,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4385,1831,1608,5,64
Maruti Suzuki,Alto VXi,5850,2013,72600,Petrol,Manual,White,First,Individual,998,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3620,1475,1460,5,35
Datsun,Redigo S 1.0 AMT [2018-2019],8000,2018,42313,Petrol,Automatic,Grey,Second,Individual,999,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD,3429,1560,1541,5,28
BMW,X3 xDrive 20d Luxury Line [2018-2020],149375,2021,18000,Diesel,Automatic,White,First,Individual,1995,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,AWD,4657,1881,1678,5,67
Maruti Suzuki,Vitara Brezza ZDi Plus,25625,2019,90000,Diesel,Manual,White,First,Individual,1248,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995,1790,1640,5,48
Maruti Suzuki,Alto LXi BS-III,4225,2010,18500,Petrol,Manual,Gold,First,Individual,796,47@6200,62@3000,,3495,1475,1460,5,35
Maruti Suzuki,DZire VDi,15750,2017,36000,Diesel,Manual,Blue,First,Individual,1248,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995,1735,1515,5,37
Hyundai,Venue SX Plus 1.0 Turbo DCT,27250,2020,26200,Petrol,Automatic,White,First,Individual,998,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,3995,1770,1605,5,45
Maruti Suzuki,Swift LXi Special Edition,17500,2019,11000,Petrol,Manual,Silver,Second,Individual,1197,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD,3840,1735,1530,5,37
Maruti Suzuki,Swift VXi,16525,2021,14366,Petrol,Manual,Others,First,Individual,1197,89 bhp @ 6000 rpm,113 Nm @ 4400 rpm,FWD,3845,1735,1530,5,37
Tata,Grande GX,6275,2011,98000,Diesel,Manual,Silver,First,Individual,2179,120@4000,250@1500,,4421,1780,1940,7,65
Mahindra,TUV300 T8,14125,2017,65000,Diesel,Manual,Red,Second,Individual,1493,84 bhp @ 3750 rpm,230 Nm @ 1500 rpm,RWD,3995,1835,1839,7,60
Toyota,Innova 2.5 G 7 STR BS-IV,18750,2014,126000,Diesel,Manual,Silver,First,Individual,2494,100 bhp @ 3600 rpm,200 Nm @ 1400 rpm,RWD,4585,1760,1760,7,55
Audi,Q3 35 TDI Premium + Sunroof,46250,2015,71700,Diesel,Automatic,White,Second,Individual,1968,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4385,1831,1608,5,64
Mahindra,XUV500 W6,21250,2016,114000,Diesel,Manual,White,First,Individual,2179,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,FWD,4585,1890,1785,7,70
Hyundai,Elite i20 Asta 1.4 CRDI [2016-2017],13375,2016,58339,Diesel,Manual,Grey,First,Individual,1396,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,3985,1734,1505,5,45
Volkswagen,Vento Highline Petrol AT,8625,2011,50667,Petrol,Automatic,White,Second,Individual,,,,,,,,,
Maruti Suzuki,DZire VDi AMT,19250,2019,72040,Diesel,Automatic,Silver,First,Individual,1248,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995,1735,1515,5,37
BMW,3-Series 330i M Sport Edition,91250,2019,6000,Petrol,Automatic,White,First,Individual,1998,248 bhp @ 5200 rpm,350 Nm @ 1450 rpm,RWD,4633,1811,1429,5,57
Kia,Sonet GTX Plus 1.0 iMT [2020-2021],29875,2022,6200,Petrol,Manual,Red,First,Individual,998,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,3995,1790,1647,5,45
Mercedes-Benz,S-Class 500L,41250,2012,44000,Petrol,Automatic,Silver,Third,Individual,5461,368 bhp @ 6300 rpm,505 Nm @ 4400 rpm,RWD,5226,2120,1479,5,90
Skoda,Superb L&K TSI AT,79975,2021,6900,Petrol,Automatic,Brown,First,Individual,1798,177 bhp @ 5100 rpm,250 Nm @ 1250 rpm,FWD,4861,1864,1483,5,66
Mercedes-Benz,E-Class E 200 Exclusive [2019-2019],177500,2022,2500,Petrol,Automatic,Grey,First,Individual,1991,194 bhp @ 5800 rpm,300 Nm @ 1600 rpm,RWD,5063,1860,1494,5,80
Volkswagen,Polo GT TSI,15625,2016,68000,Petrol,Automatic,White,First,Individual,1197,103 bhp @ 5000 rpm,175 Nm @ 1500 rpm,FWD,3971,1682,1469,5,45
Maruti Suzuki,Vitara Brezza VDi,18625,2018,36000,Diesel,Manual,White,First,Individual,1248,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995,1790,1640,5,48
Hyundai,Santro Sportz,13775,2021,19000,Petrol,Manual,White,First,Individual,1086,68 bhp @ 5500 rpm,99 Nm @ 4500 rpm,FWD,3610,1645,1560,5,35
Mercedes-Benz,E-Class E 220 d Avantgarde,148750,2019,10000,Diesel,Automatic,White,First,Individual,1950,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,5063,1860,1494,5,80
Land Rover,Range Rover 3.0 V6 Diesel Vogue,550000,2019,35000,Diesel,Automatic,Blue,First,Individual,2993,244 bhp @ 4000 rpm,600 Nm @ 2000 rpm,AWD,4999,2220,1835,5,105
MINI,Cooper D 3 Door,82500,2019,6400,Diesel,Automatic,Red,First,Individual,1496,114 bhp @ 4000 rpm,270 Nm @ 1750 rpm,FWD,3821,1727,1414,5,44
Ford,Endeavour Titanium Plus 3.2 4x4 AT,81250,2019,34000,Diesel,Automatic,White,First,Individual,3198,197 bhp @ 3000 rpm,470 Nm @ 1750 rpm,AWD,4903,1869,1837,7,80
Renault,Duster 110 PS RXZ 4X2 AMT Diesel,17250,2016,35000,Diesel,Automatic,Grey,Second,Individual,1461,108 bhp @ 3900 rpm,248 Nm @ 2250 rpm,FWD,4315,1822,1695,5,50
Maruti Suzuki,Vitara Brezza VDi AGS,22375,2019,46000,Diesel,Automatic,White,First,Individual,1248,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995,1790,1640,5,48
Skoda,Rapid Ambition 1.6 TDI CR MT,13750,2016,83000,Diesel,Manual,White,First,Individual,1598,105 bhp @ 4400 rpm,250 Nm @ 2500 rpm,FWD,4386,1699,1466,5,55
Ford,Ecosport Trend 1.5 TDCi,9975,2013,54000,Diesel,Manual,Orange,Third,Individual,1498,89 bhp @ 3750 rpm,204 Nm @ 2000 rpm,FWD,3999,1765,1708,5,52
Kia,Seltos HTX 1.5 [2020-2021],31875,2020,42000,Petrol,Manual,Black,First,Individual,1497,113 bhp @ 6300 rpm,144 Nm @ 4500 rpm,FWD,4315,1800,1645,5,50
Maruti Suzuki,Eeco 5 STR WITH A/C+HTR [2019-2020],13375,2020,41441,Petrol,Manual,Silver,First,Individual,1196,73 bhp @ 6000 rpm,101 Nm @ 3000 rpm,RWD,3675,1475,1800,5,40
Maruti Suzuki,Vitara Brezza VDi,20625,2018,48174,Diesel,Manual,White,First,Individual,1248,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995,1790,1640,5,48
Ford,Ecosport Ambiente 1.5L TDCi,14625,2016,62591,Diesel,Manual,Silver,First,Individual,1498,99 bhp @ 3750 rpm,205 Nm @ 1750 rpm,FWD,3998,1765,1647,5,52
Honda,Jazz V AT Petrol,16875,2017,48650,Petrol,Automatic,Brown,First,Individual,1199,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3955,1694,1544,5,40
Maruti Suzuki,S-Cross Alpha 1.3,19875,2017,52245,Diesel,Manual,Brown,First,Individual,1248,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4300,1785,1595,5,48
Mercedes-Benz,E-Class E 200 Exclusive [2019-2019],162500,2021,7500,Petrol,Automatic,Black,First,Individual,1991,194 bhp @ 5800 rpm,300 Nm @ 1600 rpm,RWD,5063,1860,1494,5,80
Hyundai,Elite i20 Sportz 1.4 CRDI,15275,2017,65000,Diesel,Manual,White,First,Individual,1396,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,3985,1734,1505,5,45
Maruti Suzuki,Wagon R VXI,9750,2015,43297,Petrol,Manual,Red,First,Individual,998,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3599,1495,1700,5,35
Maruti Suzuki,Swift VXi [2014-2017],16250,2019,44710,Petrol,Manual,White,First,Individual,1197,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42
Renault,Fluence 1.5 E4,9750,2013,62000,Diesel,Manual,Silver,First,Individual,1461,108 bhp @ 4000 rpm,240 Nm @ 1850 rpm,FWD,4618,1813,1488,5,67
Audi,A4 35 TDI Technology,60000,2017,59267,Diesel,Automatic,Silver,First,Individual,1968,188 bhp @ 4200 rpm,400 Nm @ 1750 rpm,FWD,4726,1842,1427,5,54
Maruti Suzuki,Swift VXi,9625,2011,69000,Petrol,Manual,Silver,First,Individual,1197,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42
Maruti Suzuki,Swift DZire VXI,11250,2017,75000,Petrol,Manual,White,First,Commercial Registration,1197,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995,1695,1555,5,42
Hyundai,Grand i10 Sports Edition 1.2L Kappa VTVT,16225,2020,52236,Petrol,Manual,Silver,First,Individual,1197,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43
Skoda,Kodiaq L&K 2.0 TDI 4x4 AT,87475,2020,47000,Diesel,Automatic,White,First,Individual,,,,,4697,1882,1665,7,63
Audi,A3 35 TDI Premium + Sunroof,72500,2019,15530,Diesel,Automatic,White,First,Individual,1968,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD,4456,1796,1416,5,50
Maruti Suzuki,Swift DZire VDI,10000,2014,64000,Diesel,Manual,White,First,Individual,1248,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995,1695,1555,5,42
Hyundai,Grand i10 NIOS Sportz AMT 1.2 Kappa VTVT,14975,2020,35000,Petrol,Automatic,Silver,First,Individual,1197,82 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3805,1680,1520,5,37
Toyota,Fortuner 2.8 4x2 MT [2016-2020],74500,2019,92000,Diesel,Manual,Black,First,Individual,2755,174 bhp @ 3400 rpm,420 Nm @ 1600 rpm,RWD,4795,1855,1835,7,80
Audi,A4 30 TFSI Technology Pack,87500,2018,18000,Petrol,Automatic,White,First,Individual,1395,148 bhp @ 5000 rpm,250 Nm @ 1500 rpm,FWD,4726,1842,1427,5,54
Honda,Jazz V Petrol,10000,2016,50000,Petrol,Manual,Red,First,Individual,1199,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3955,1694,1544,5,40
Mercedes-Benz,GLC 200 Progressive,174375,2022,2000,Petrol,Automatic,White,First,Individual,1991,194 bhp @ 5500 rpm,320 Nm @ 1650 rpm,RWD,4658,1890,1644,5,66
Audi,A4 2.0 TDI Sline,18625,2013,72000,Diesel,Automatic,Black,First,Individual,,,,,,,,,
Mercedes-Benz,GLE 250 d,135000,2016,16000,Diesel,Automatic,White,First,Individual,2143,201 bhp @ 3800 rpm,500 Nm @ 1600 rpm,AWD,4819,2141,1796,5,93
Mercedes-Benz,GL-Class 350 CDI,92500,2015,103890,Diesel,Automatic,Black,Second,Individual,2987,258 bhp @ 3600 rpm,619 Nm @ 1600 rpm,AWD,5120,1934,1850,7,100
Maruti Suzuki,Celerio ZXi [2017-2019],11125,2018,71000,Petrol,Manual,White,First,Individual,998,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3600,1600,1560,5,35
Mahindra,Thar LX 4-STR Hard Top Diesel MT,36875,2021,12000,Diesel,Manual,Red,First,Individual,2184,130 bhp @ 3750 rpm,300 Nm @ 1600 rpm,AWD,3985,1820,1844,4,57
Toyota,Fortuner 2.8 4x2 AT [2016-2020],70000,2016,93000,Diesel,Automatic,White,First,Individual,2755,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,4795,1855,1835,7,80
Hyundai,Eon Magna [2011-2012],4750,2013,63000,Petrol,Manual,White,Second,Individual,814,56@5500,75@4000,,3495,1550,1500,5,32
Maruti Suzuki,Swift VXi [2014-2017],15000,2020,10000,Petrol,Manual,White,First,Individual,1197,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42
Kia,Seltos GTX Plus AT 1.5 Diesel [2019-2020],45875,2020,33828,Diesel,Automatic,White,First,Individual,1493,114 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,4315,1800,1645,5,50
Maruti Suzuki,Wagon R LXi 1.0 CNG [2019-2020],13750,2019,48000,CNG,Manual,Silver,First,Individual,998,58 bhp @ 5500 rpm,78 Nm @ 3500 rpm,FWD,3655,1620,1675,5,60
Maruti Suzuki,Vitara Brezza ZDi+ Dual Tone [2017-2018],17875,2017,71000,Diesel,Manual,Red,First,Individual,1248,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995,1790,1640,5,48
Mahindra,XUV700 AX 7 Diesel AT 7 STR,63500,2022,18000,Diesel,Automatic,White,First,Individual,2184,182 bhp @ 3500 rpm,450 Nm @ 1750 rpm,FWD,4695,1890,1755,7,60
Maruti Suzuki,Wagon R LXi (O) 1.0 CNG [2019-2020],13125,2019,50000,CNG,Manual,Grey,First,Individual,998,58 bhp @ 5500 rpm,78 Nm @ 3500 rpm,FWD,3655,1620,1675,5,60
Hyundai,Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],10625,2015,48000,Petrol,Manual,Silver,First,Individual,1197,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43
Hyundai,Elite i20 Sportz 1.2 IVT,19875,2022,4000,Petrol,Automatic,White,First,Individual,1197,87 bhp @ 6000 rpm,115 Nm @ 1500 rpm,FWD,3995,1775,1505,5,37
